mhy_id,name,role,introduction,rarity,getting,icon,type,effect,label
1645,幸运儿鹰羽,[],挡在面前的魔物却被捕食的鹰隼盯上，偶尔能带来这种程度运气的翎羽。,1星/2星/3星,['孤云凌霄之处'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/3270cbe0aa51f53ded4aa73697de110a_1940419961326269399.png,幸运儿,"{'两件套：':'防御力提高100点。','四件套：':'拾取摩拉时，恢复300点生命值。'}",artifacts
1645,幸运儿沙漏,[],因为破洞而空空如也的沙漏。时光流逝对无忧无虑的人没有意义。,1星/2星/3星,['孤云凌霄之处'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/cac62ddff66c2dffaef7653cae8e59c8_5807174799141936252.png,幸运儿,"{'两件套：':'防御力提高100点。','四件套：':'拾取摩拉时，恢复300点生命值。'}",artifacts
1645,幸运儿之杯,[],精致的金属器皿，曾经被用来打趴了夜盗。,1星/2星/3星,['孤云凌霄之处'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/675f5e42c46408f7be4ddf3a538027f4_1570041252157473002.png,幸运儿,"{'两件套：':'防御力提高100点。','四件套：':'拾取摩拉时，恢复300点生命值。'}",artifacts
1645,幸运儿银冠,[],原本坠入落穴，却是被驱逐的旧宗族藏宝的地窖。是那次经历的纪念品。,1星/2星/3星,['孤云凌霄之处'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/05cc0d763ca1fce131d101008c0ecbae_2125757527601306495.png,幸运儿,"{'两件套：':'防御力提高100点。','四件套：':'拾取摩拉时，恢复300点生命值。'}",artifacts
1595,守护之花,[],守护者珍视的鸢尾花。并没有机会送给倾心的人。,3星/4星,['无妄引咎密宫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/3f1c4705e35da8ea38f39328bd2b258b_8531823881281229914.png,守护之心,"{'两件套：':'防御力提高30%。','四件套：':'队伍里每有不同一种元素类型的自己的角色，自身获得30%相应的元素抗性。'}",artifacts
1595,守护徽印,[],象征着某人「渴望成为坚盾」的羽形别针。,3星/4星,['无妄引咎密宫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/482a8041a71d8f6f85564a174eb3cec4_9024667183981504606.png,守护之心,"{'两件套：':'防御力提高30%。','四件套：':'队伍里每有不同一种元素类型的自己的角色，自身获得30%相应的元素抗性。'}",artifacts
1595,守护座钟,[],展示当前时间的小道具，在没有月亮的黑夜里是唯一的参照。,3星/4星,['无妄引咎密宫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/3765f9cbfc0d3df8c3509efbfe2e771a_8793203626932159640.png,守护之心,"{'两件套：':'防御力提高30%。','四件套：':'队伍里每有不同一种元素类型的自己的角色，自身获得30%相应的元素抗性。'}",artifacts
1595,守护之皿,[],金属的容器。可以用来装某种能排遣漫长守望带来的孤独的液体。,3星/4星,['无妄引咎密宫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/dc59707e0b309bed030bb2e5d7f278e7_3184076707651325175.png,守护之心,"{'两件套：':'防御力提高30%。','四件套：':'队伍里每有不同一种元素类型的自己的角色，自身获得30%相应的元素抗性。'}",artifacts
1595,守护束带,[],用来束起头发的织物，看起来也能在紧急时充当临时的绷带。,3星/4星,['无妄引咎密宫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/71cbde7469b23d115ff02f62535af1e0_8770590365263364024.png,守护之心,"{'两件套：':'防御力提高30%。','四件套：':'队伍里每有不同一种元素类型的自己的角色，自身获得30%相应的元素抗性。'}",artifacts
1596,故人之心,[],玉蓝色的小花，花茎上扎着谁人的丝带。,3星/4星,['仲夏庭园'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/010819a881c66967ce920ce504f2ba64_367775115513419996.png,行者之心,"{'两件套：':'攻击力提高18%。','四件套：':'重击的暴击率提升30%。'}",artifacts
1596,归乡之羽,[],蓝色的箭羽，其上凝结着旅人消逝远去的眷恋。,3星/4星,['仲夏庭园'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/00b4b1d8f7c3bdb874354e0fdfce9b96_1600437842619953825.png,行者之心,"{'两件套：':'攻击力提高18%。','四件套：':'重击的暴击率提升30%。'}",artifacts
1596,逐光之石,[],饱经沧桑的时晷，永远在静默地记录着日月循环。,3星/4星,['仲夏庭园'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/5230037c63b595b50274a08164e28480_5242578717126586681.png,行者之心,"{'两件套：':'攻击力提高18%。','四件套：':'重击的暴击率提升30%。'}",artifacts
1596,异国之盏,[],朴素的白瓷酒杯，曾经盈满了欢愉的酒水。,3星/4星,['仲夏庭园'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/349ad9901e8fde17f82721464d1fd9a7_7756235896429456727.png,行者之心,"{'两件套：':'攻击力提高18%。','四件套：':'重击的暴击率提升30%。'}",artifacts
1596,感别之冠,[],散发着春风气息的柳冠。,3星/4星,['仲夏庭园'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/1934ca4d09372338b6caba34318e1cab_7761376198216608.png,行者之心,"{'两件套：':'攻击力提高18%。','四件套：':'重击的暴击率提升30%。'}",artifacts
1597,奇迹之花,[],岩石之中生长出来的花。能够裂穿坚硬的岩壁，是因为花追寻着光。,3星/4星,['铭记之谷'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/b60dee7d8e757cb49f0a3fa9aeadfb20_2478071835399270674.png,奇迹,"{'两件套：':'所有元素抗性提高20%。','四件套：':'受到某个元素类型的伤害后，相应的抗性提升30%，持续10秒。该效果每10秒只能触发一次。'}",artifacts
1597,奇迹之羽,[],来自速度极快的猛禽，那奇迹般的一击肉眼几乎无法捕捉。,3星/4星,['铭记之谷'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/5684cf9d019c99f9fc8d1032d20a2449_8760882296421860647.png,奇迹,"{'两件套：':'所有元素抗性提高20%。','四件套：':'受到某个元素类型的伤害后，相应的抗性提升30%，持续10秒。该效果每10秒只能触发一次。'}",artifacts
1597,奇迹之沙,[],看上去是寻常的沙漏，干涸的沙粒随着翻转运动像水一样流动。,3星/4星,['铭记之谷'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/4dee4185c54ddbf652e8403b22b489bb_4970391253463189526.png,奇迹,"{'两件套：':'所有元素抗性提高20%。','四件套：':'受到某个元素类型的伤害后，相应的抗性提升30%，持续10秒。该效果每10秒只能触发一次。'}",artifacts
1597,奇迹之杯,[],民间流传的算命仪式所使用的杯子，也可以装水。,3星/4星,['铭记之谷'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/4b505b2598f77fbdd0dec163292873aa_5211279126460896905.png,奇迹,"{'两件套：':'所有元素抗性提高20%。','四件套：':'受到某个元素类型的伤害后，相应的抗性提升30%，持续10秒。该效果每10秒只能触发一次。'}",artifacts
1597,奇迹耳坠,[],便宜的饰物，却是远古时代的陨星带来的奇特金属制成。,3星/4星,['铭记之谷'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/79d2b6f3c34fda2a485f5c12a2455b86_4582304873295546121.png,奇迹,"{'两件套：':'所有元素抗性提高20%。','四件套：':'受到某个元素类型的伤害后，相应的抗性提升30%，持续10秒。该效果每10秒只能触发一次。'}",artifacts
1598,赌徒的胸花,[],华丽的大花朵，其中能藏得下自己事前准备好的骰子。,3星/4星,['华池岩岫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/59e68f46919ae2b36a2831921da09e1a_7886860310719468957.png,赌徒,"{'两件套：':'元素战技造成的伤害提升20%。','四件套：':'打倒敌人时，有100%概率清除元素战技的冷却时间。该效果每15秒至多触发一次。'}",artifacts
1598,赌徒的羽饰,[],大型鸟的尾羽，其中能藏得下能逆天改命的牌。,3星/4星,['华池岩岫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/8e9cae302576680f0513c3e586d01692_8912576409719525384.png,赌徒,"{'两件套：':'元素战技造成的伤害提升20%。','四件套：':'打倒敌人时，有100%概率清除元素战技的冷却时间。该效果每15秒至多触发一次。'}",artifacts
1598,赌徒的怀表,[],破碎的怀表，曾经为它的主人挡下了致命的攻击。,3星/4星,['华池岩岫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/aec17e319afdba815c70d844c59c5dbd_6017085640728707523.png,赌徒,"{'两件套：':'元素战技造成的伤害提升20%。','四件套：':'打倒敌人时，有100%概率清除元素战技的冷却时间。该效果每15秒至多触发一次。'}",artifacts
1598,赌徒的骰盅,[],是特制的、单一用途的容器，但其中并没有欺诈用的机关。,3星/4星,['华池岩岫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/1b7d9cf72131a891267f5c13d36ff6ae_15042216383015423.png,赌徒,"{'两件套：':'元素战技造成的伤害提升20%。','四件套：':'打倒敌人时，有100%概率清除元素战技的冷却时间。该效果每15秒至多触发一次。'}",artifacts
1598,赌徒的耳环,[],能让人冷静评估局势与风险，避免危机的翠蓝耳环。,3星/4星,['华池岩岫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/ccca139e81665367e19e7d8b7ffed7f4_5872556507362521896.png,赌徒,"{'两件套：':'元素战技造成的伤害提升20%。','四件套：':'打倒敌人时，有100%概率清除元素战技的冷却时间。该效果每15秒至多触发一次。'}",artifacts
1599,学士的书签,[],用来充当书签的干花，吸满了书卷的香气。,3星/4星,['华池岩岫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/764ddaab0b2d37cc487d219dd8de434b_7872719471552151874.png,学士,"{'两件套：':'元素充能效率提高20%。','四件套：':'获得元素微粒或元素晶球时，队伍中所有弓箭和法器角色额外恢复3点元素能量。该效果每3秒只能触发一次。'}",artifacts
1599,学士的羽笔,[],做书写工具的某种鸟类尾羽，根部已经被浸成洗不去的黑。,3星/4星,['华池岩岫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/c02fe7ca71eea4a88c0af05be757838e_3846500329656923289.png,学士,"{'两件套：':'元素充能效率提高20%。','四件套：':'获得元素微粒或元素晶球时，队伍中所有弓箭和法器角色额外恢复3点元素能量。该效果每3秒只能触发一次。'}",artifacts
1599,学士的时钟,[],适合放在桌面上的小钟，对久不见天日的学者来说是唯一的时间参考吧。,3星/4星,['华池岩岫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/578757a0aa8ef8274e2a393f511764e1_8795632960136367483.png,学士,"{'两件套：':'元素充能效率提高20%。','四件套：':'获得元素微粒或元素晶球时，队伍中所有弓箭和法器角色额外恢复3点元素能量。该效果每3秒只能触发一次。'}",artifacts
1599,学士的墨杯,[],原本是饮水用的容器，因为常用来洗笔而被染黑。,3星/4星,['华池岩岫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/6d464dd55dd7fefb1b691642cedd87a4_801371140483277256.png,学士,"{'两件套：':'元素充能效率提高20%。','四件套：':'获得元素微粒或元素晶球时，队伍中所有弓箭和法器角色额外恢复3点元素能量。该效果每3秒只能触发一次。'}",artifacts
1599,学士的镜片,[],大量的阅读会伤害读者的视力；为了弥补这样的损伤，而定制的道具。,3星/4星,['华池岩岫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/86f45b133e6bb3de71571f98bc98abea_1207635431113996452.png,学士,"{'两件套：':'元素充能效率提高20%。','四件套：':'获得元素微粒或元素晶球时，队伍中所有弓箭和法器角色额外恢复3点元素能量。该效果每3秒只能触发一次。'}",artifacts
1600,磐陀裂生之花,"['诺艾尔','凝光']",盛开于磐陀巨岩的金石之花。花瓣随风轻摇，似有生机。,4星/5星,['孤云凌霄之处'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/12/4521515/ed34a7c93f17c00551bce08c244e15cc_7313849271191383573.png,悠古的磐岩,"{'两件套：':'获得15%岩元素伤害加成。','四件套：':'获得结晶反应形成的晶片时，队伍中所有角色获得35%对应元素伤害加成，持续10秒。同时只能通过该效果获得一种元素伤害加成。'}",artifacts
1600,嵯峨群峰之翼,"['诺艾尔','凝光']",来自矶岩巨鸢的刚羽，玄石的羽尖有时会凝结有清冷的露珠。,4星/5星,['孤云凌霄之处'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/12/4521515/abfb9a67b8368e7a953f16b7a91342bd_4191601785078510662.png,悠古的磐岩,"{'两件套：':'获得15%岩元素伤害加成。','四件套：':'获得结晶反应形成的晶片时，队伍中所有角色获得35%对应元素伤害加成，持续10秒。同时只能通过该效果获得一种元素伤害加成。'}",artifacts
1600,星罗圭璧之晷,"['诺艾尔','凝光']",以整块圭璧雕琢而成的日居，纹路层叠星罗，沉默地记录着失去的时间。,4星/5星,['孤云凌霄之处'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/12/4521515/dd4f434e9ae606f34fa3309854f36cdc_6817681394658994087.png,悠古的磐岩,"{'两件套：':'获得15%岩元素伤害加成。','四件套：':'获得结晶反应形成的晶片时，队伍中所有角色获得35%对应元素伤害加成，持续10秒。同时只能通过该效果获得一种元素伤害加成。'}",artifacts
1600,巉岩琢塑之樽,"['诺艾尔','凝光']",华丽而不失庄重的酒樽，千年前曾满盛玉露。,4星/5星,['孤云凌霄之处'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/12/4521515/1b0eec44a8d441397e209fcbd10111f3_7815709582660366711.png,悠古的磐岩,"{'两件套：':'获得15%岩元素伤害加成。','四件套：':'获得结晶反应形成的晶片时，队伍中所有角色获得35%对应元素伤害加成，持续10秒。同时只能通过该效果获得一种元素伤害加成。'}",artifacts
1600,不动玄石之相,"['诺艾尔','凝光']",玄岩精雕而成的庄严面具，空洞的双眼永远冰冷地凝视着前方。,4星/5星,['孤云凌霄之处'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/12/4521515/706b84d66f746758e92b66764532b47b_6394238949544730934.png,悠古的磐岩,"{'两件套：':'获得15%岩元素伤害加成。','四件套：':'获得结晶反应形成的晶片时，队伍中所有角色获得35%对应元素伤害加成，持续10秒。同时只能通过该效果获得一种元素伤害加成。'}",artifacts
1601,夏祭之花,['钟离'],永远盛放的人造之花，其中是否具有生命呢。,4星/5星,['孤云凌霄之处'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/12/4521515/78593669dc939493f0f050d5f72e9490_7952543729415502373.png,逆飞的流星,"{'两件套：':'护盾强效提高35%。','四件套：':'处于护盾庇护下时，额外获得40%普通攻击和重击伤害加成。'}",artifacts
1601,夏祭终末,['钟离'],精致的木造飞镖。抵达终点时才会停滞之物。,4星/5星,['孤云凌霄之处'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/12/4521515/8f77e5e811427eac95856ef51fc29e0a_6510828046447584327.png,逆飞的流星,"{'两件套：':'护盾强效提高35%。','四件套：':'处于护盾庇护下时，额外获得40%普通攻击和重击伤害加成。'}",artifacts
1601,夏祭之刻,['钟离'],停滞在某一时刻的精致怀钟。,4星/5星,['孤云凌霄之处'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/12/4521515/b451e6ec2b506ba90c9f8db8fe15626c_8913768352546476093.png,逆飞的流星,"{'两件套：':'护盾强效提高35%。','四件套：':'处于护盾庇护下时，额外获得40%普通攻击和重击伤害加成。'}",artifacts
1601,夏祭水玉,['钟离'],夏祭时，盛水气球并不罕见。但如此精致的仅此一个。,4星/5星,['孤云凌霄之处'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/12/4521515/c66511847f895c613aee571e379a6e50_436511130223250981.png,逆飞的流星,"{'两件套：':'护盾强效提高35%。','四件套：':'处于护盾庇护下时，额外获得40%普通攻击和重击伤害加成。'}",artifacts
1601,夏祭之面,['钟离'],依据传说中的神明形象制作的，十分流行的面具。,4星/5星,['孤云凌霄之处'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/12/4521515/0d5e27f5dd655e5ff77944cafbc61929_5980603396187013521.png,逆飞的流星,"{'两件套：':'护盾强效提高35%。','四件套：':'处于护盾庇护下时，额外获得40%普通攻击和重击伤害加成。'}",artifacts
1602,渡火者的决绝,"['迪卢克', '可莉']","在烈焰的簇拥下盛开的花朵,传说古代智者佩着它走进了火海。",4星/5星,['无妄引咎密宫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/12/4521515/70700688382863e1cc65108b0d95035a_4929409579431953916.png,渡过烈火的贤人,"{'两件套：':'火元素抗性提高40%。','四件套：':'对处于火元素影响下的敌人造成的伤害提升35%。'}",artifacts
1602,渡火者的解脱,"['迪卢克', '可莉']",浴火的孤高之鸟的羽毛，似乎能从中听到野火里的振翅之声。,4星/5星,['无妄引咎密宫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/12/4521515/bdfaf73dba09ef567ebe92414958eb5b_5438211146950804328.png,渡过烈火的贤人,"{'两件套：':'火元素抗性提高40%。','四件套：':'对处于火元素影响下的敌人造成的伤害提升35%。'}",artifacts
1602,渡火者的醒悟,"['迪卢克', '可莉']",流淌着闪烁热砂的沙漏，流沙匆匆而去，从不留下任何烙印。,4星/5星,['无妄引咎密宫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/12/4521515/8baddef09feaf1ab865cd3171a1af376_1224327669128640194.png,渡过烈火的贤人,"{'两件套：':'火元素抗性提高40%。','四件套：':'对处于火元素影响下的敌人造成的伤害提升35%。'}",artifacts
1602,渡火者的煎熬,"['迪卢克', '可莉']",传说中是能耐流火高热的杯盏，如今其中空无一物仅有余温。,4星/5星,['无妄引咎密宫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/12/4521515/f85a7f0b46a798be46bc3f51337c734d_8541922672315615987.png,渡过烈火的贤人,"{'两件套：':'火元素抗性提高40%。','四件套：':'对处于火元素影响下的敌人造成的伤害提升35%。'}",artifacts
1602,渡火者的智慧,"['迪卢克', '可莉']",渡过火海的智者之冠，曾经映照着在热浪中挺立的古老身影。,4星/5星,['无妄引咎密宫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/12/4521515/c24db0257d4efa3d7089eb0a763826ac_6769531786536230111.png,渡过烈火的贤人,"{'两件套：':'火元素抗性提高40%。','四件套：':'对处于火元素影响下的敌人造成的伤害提升35%。'}",artifacts
1603,武人的红花,[],唯独此种红花能让武人暂时忘却痛苦。,3星/4星,['无妄引咎密宫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/2134989e3ce1c9c9d1462df111253a73_5131893194170604038.png,武人,"{'两件套：':'普通攻击与重击造成的伤害提高15%。','四件套：':'释放元素战技后的8秒内，普通攻击和重击造成的伤害提升25%。'}",artifacts
1603,武人的羽饰,[],随处可见的鸟类羽毛，高手用来练习力道，新手则用来制成扇子。,3星/4星,['无妄引咎密宫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/857c92a893e594a7b6c97449598005bd_6421449390369715326.png,武人,"{'两件套：':'普通攻击与重击造成的伤害提高15%。','四件套：':'释放元素战技后的8秒内，普通攻击和重击造成的伤害提升25%。'}",artifacts
1603,武人的水漏,[],进行耐力锻炼时计时的小道具，比沙漏的流转更为稳定。,3星/4星,['无妄引咎密宫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/c60edd1a17595e1c72635316cab6f756_8261739386084101861.png,武人,"{'两件套：':'普通攻击与重击造成的伤害提高15%。','四件套：':'释放元素战技后的8秒内，普通攻击和重击造成的伤害提升25%。'}",artifacts
1603,武人的酒杯,[],稍微精致的酒杯，是仅在武人上场前使用的仪式器具。,3星/4星,['无妄引咎密宫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/a49e230aaa145ab130b2034e88b0aa9e_3678566193031027916.png,武人,"{'两件套：':'普通攻击与重击造成的伤害提高15%。','四件套：':'释放元素战技后的8秒内，普通攻击和重击造成的伤害提升25%。'}",artifacts
1603,武人的头巾,[],入门第一件事，精气神，绑上头巾，随时提醒自己勿忘这三字。,3星/4星,['无妄引咎密宫'],https://uploadstatic.mihoyo.com/ys-obc/2022/10/13/183046623/e3a0a4de7f2261880e7b50bbf5aabc48_6280160310494429035.png,武人,"{'两件套：':'普通攻击与重击造成的伤害提高15%。','四件套：':'释放元素战技后的8秒内，普通攻击和重击造成的伤害提升25%。'}",artifacts
