mhy_id,name,introduction,decryption,evil_task,legend_task,delegate_task,world_task,common_master,elite_master,boss_master,dropping_material,ingredient,picking_material,specialty,icon,label
4668,护世森,须弥十大区域之一，主要由无郁稠林、茸蕈窟、卡萨扎莱宫组成,"['限时挑战', '石柱的封印', '桑格吉拉光机', ' 死域', '幻梦之门', '指引仙灵', '元素方碑', '须弥解密', '三乘种子', '火炬机关']",暂无,暂无,['加尔恰的赞歌·关键物品'],"['森林书第二章：梦中的苗圃', '凶猛动物在哪里', '勇气戴于心上', '凶猛动物在哪里']","['丘丘人', '史莱姆', '射手丘丘人', '丘丘萨满', '镀金旅团', '蕈兽']",暂无,['掣电树'],"['冒险家的经验', '流浪者的经验', '大英雄的经验', '破损的面具', '污秽的面具', '不祥的面具', '荧光孢粉', '蕈兽孢子', '孢囊晶尘', '失活菌核', '休眠菌核', '茁壮菌核', '褪色红绸', '镶边红绸', '织金红绸', '史莱姆凝液', '史莱姆清', '史莱姆原浆', '混沌机关', '混沌枢纽', '混沌真眼', '混沌装置', '混沌回路', '混沌炉心', '混沌容器', '混沌模块', '混沌锚栓', '猎兵祭刀', '特工祭刀', '督察长祭刀', '雾虚花粉', '雾虚草囊', '雾虚灯芯', '黯淡棱镜', '水晶棱镜', '偏光棱镜', '藏雷野实', '最胜紫晶碎屑', '最胜紫晶断片', '最胜紫晶块', '最胜紫晶']","['胡萝卜', '鸟蛋', '松茸', '白萝卜', '松果', '卷心菜', '小麦', '树莓', '鱼肉', '兽肉']","['晶核', '烈焰花花蕊', '蝴蝶', '墩墩桃', '须弥蔷薇', '香辛果']","['树王圣体菇', '月莲', '劫波莲', '帕蒂沙兰']",https://uploadstatic.mihoyo.com/ys-obc/2022/09/02/5861124/e2341e190f95812e49bc2ec65375e041_5935466205398826857.png,area
4669,道成林,须弥十大区域之一，主要由天臂池、须弥城、离渡谷、香醉坡、化城郭组成。,"['限时挑战', '石柱的封印', '桑格吉拉光机', '死域', '幻梦之门', '野外的苗圃', '三乘种子', '须弥解密', '指引仙灵', '元素方碑']",暂无,['郭狐之章 第一幕 「没有答案的课题」'],"['洁净与健康', '御用在他乡', '生不出的花', '食与学', '问题的转化·理论强度', '谨遵医嘱', '吞金和蓄财', '凝成泥土', '大树', '问题的转化', '游光示现', '加尔恰的赞歌·替代物']","['森林书第一章：林中奇遇', '求学漫漫路', '趁梦想气息逗留', '冒险就要大步向前', '智中之宝·新计划']","['丘丘人', '射手丘丘人', '丘丘萨满', '史莱姆', '蕈兽', '镀金旅团', '骗骗花']",暂无,暂无,"['冒险家的经验', '流浪者的经验', '大英雄的经验', '破损的面具', '污秽的面具', '不祥的面具', '牢固的箭簇', '锐利的箭簇', '历战的箭簇', '荧光孢粉', '蕈兽孢子', '孢囊晶尘', '失活菌核', '休眠菌核', '茁壮菌核', '褪色红绸', '镶边红绸', '织金红绸', '史莱姆凝液', '史莱姆清', '史莱姆原浆', '雾虚花粉', '雾虚草囊', '雾虚灯芯', '导能绘卷', '封魔绘卷', '禁咒绘卷']","['胡萝卜', '鸟蛋', '松茸', '白萝卜', '松果', '小麦', '树莓', '卷心菜', '鱼肉', '兽肉']","['晶核', '烈焰花花蕊', '青蛙', '须弥蔷薇', '墩墩桃', '香辛果']","['月莲', '树王圣体菇', '帕蒂沙兰']",https://uploadstatic.mihoyo.com/ys-obc/2022/09/02/5861124/c1375e4ee99d0a3f29bba8131652b0d8_1881497889241140120.png,area
3915,璃月·层岩巨渊,璃月六大区域之一，主要由采樵谷、伏鳌谷、地面矿区、丹砂崖、巨渊之口、天工峡、琉璃峰组成。,"['元素方碑', '限时挑战', '指引仙灵', '压力机关', '环境＆地形破坏', '蓬蓬果']",['第二章 第四幕 「回想渊底的安魂曲」'],暂无,暂无,"['「层岩巨渊深游记」', '物归原主又归原主', '藏石者言', '千年千岩', '潜身敌营无人知', '岩巅大侠往事']","['丘丘人', '射手丘丘人', '史莱姆', '丘丘萨满', '盗宝团']",暂无,暂无,"['冒险家的经验', '流浪者的经验', '大英雄的经验', '史莱姆凝液', '史莱姆清', '史莱姆原浆', '破损的面具', '污秽的面具', '不祥的面具', '导能绘卷', '封魔绘卷', '禁咒绘卷', '沉重号角', '黑铜号角', '黑晶号角', '混沌装置', '混沌回路', '混沌炉心', '寻宝鸦印', '藏银鸦印', '攫金鸦印', '脆弱的骨片', '结实的骨片', '石化的骨片', '黯淡棱镜', '水晶棱镜', '偏光棱镜']","['胡萝卜', '鸟蛋', '松茸', '白萝卜', '松果', '卷心菜', '小麦', '树莓', '禽肉', '甜甜花', '蘑菇', '薄荷', '兽肉', '鱼肉']","['老石', '晶核', '青蛙', '蜥蜴尾巴']","['琉璃袋', '清心', '夜泊石', '石珀']",https://uploadstatic.mihoyo.com/ys-obc/2022/04/01/5861124/ae33b3946cc216e847b09daccefdb115_9100226487593928031.png,area
2383,鸣神岛,稻妻六大岛屿之一，主要由刃连岛、鸣神大社、神里屋敷、荒海、影向山、离(姆)岛、镇守之森、甘金岛，白狐之野、稻妻城、绀田村组成。,"['元素方碑', '限时挑战', '雷灵', '雷种子', '指引仙灵', '采集机关', '环境＆地形破坏', '机关立方']","['第二章 第一幕「不动鸣神，恒常乐土」', '第二章 第二幕「无念无想，泡影断灭」']","['琉金之章 第一幕「如梦如电的隽永」', '雪鹤之章 第一幕「鹤与白兔的诉说」', '天下人之章 第一幕「影照浮世风流」']","['稻妻销售员', '售后服务', '穷寇猛追', '全能美食队·厨道的极意', '全能美食队·突破性思维', '神龛啊，再次显灵吧！', '神明啊，回应我吧！', '万端珊瑚事件簿·搜索工作', '万端珊瑚事件簿·收尾工作', '万端珊瑚事件簿·结案时刻', '万端珊瑚事件簿·合适的身份', '万端珊瑚事件簿·迷惑行动', '烟花试玩计划', '绝对独特的美味', '家乡之味', '这本小说···厉害吗？', '为了执行官大人', '必须精进的武艺', '稻妻时尚入门', '君子白日闯', '临危受命', '轰隆隆的大危机', '攀高危险', '走马斩群魔', '全能美食队·食材在哪呀？', '全能美食队·烹饪对决', '全能美食队·美食小问答']","['凯瑟琳，在稻妻', '千里之信', '全能美食队·吃饱的重要性', '神明啊，我做的对吗？', '洗刷耻辱的一战', '农民的宝藏', '在他乡', '海的那头是故乡', '手鞠游戏', '广海的守望', '全能美食队·寻食之旅', '全能美食队！', '神樱大祓', '栽种之法', '诸国游记', '离岛之路', '异国的披萨', '【八重堂】的邀约', '第七个武士']","['水史莱姆', '雷史莱姆', '冰史莱姆', '射手丘丘人', '丘丘人', '盗宝团', '野伏众']","['藏镜仕女', '雷斧丘丘暴徒', '骗骗花', '愚人众·萤术士', '丘丘雷兜王', '愚人众先遣队', '遗迹机兵', '债务处理人', '丘丘暴徒']","['恒常机关阵列', '女士']","['冒险家的经验', '流浪者的经验', '大英雄的经验', '史莱姆凝液', '史莱姆清', '史莱姆原浆', '破损的面具', '污秽的面具', '不祥的面具', '牢固的箭簇', '锐利的箭簇', '历战的箭簇', '沉重号角', '黑铜号角', '黑晶号角', '寻宝鸦印', '藏银鸦印', '攫金鸦印', '混沌机关', '混沌枢纽', '混沌真眼', '混沌装置', '混沌回路', '混沌炉心', '雾虚花粉', '雾虚草囊', '雾虚灯芯', '破旧的刀镡', '影打刀镡', '名刀镡', '黯淡棱镜', '水晶棱镜', '偏光棱镜', '新兵的徽记', '士官的徽记', '尉官的徽记', '猎兵祭刀', '特工祭刀', '督察长祭刀', '骗骗花蜜', '微光花蜜', '原素花蜜', '哀叙冰玉碎屑', '哀叙冰玉断片', '哀叙冰玉块', '哀叙冰玉', '坚牢黄玉碎屑', '坚牢黄玉断片', '坚牢黄玉块', '坚牢黄玉', '恒常机关之心', '燃愿玛瑙碎屑', '燃愿玛瑙断片', '燃愿玛瑙块', '燃愿玛瑙', '熔毁之刻', '狱火之蝶', '灰烬之心']","['薄荷', '甜甜花', '螃蟹', '胡萝卜', '鸟蛋', '松茸', '白萝卜', '卷心菜', '小麦', '禽肉', '鱼肉', '树莓', '兽肉']","['堇瓜', '海草', '冰雾花花蕊', '白铁块', '铁块', '紫晶块', '水晶块', '魔晶块', '晶核', '蜥蜴尾巴', '电气水晶', '蝴蝶翅膀', '发光髓']","['海灵芝', '鬼兜虫', '鸣草', '绯樱绣球']",https://uploadstatic.mihoyo.com/ys-obc/2021/07/21/145906584/b37565bd49e460ac2bc36df8e4b2d1c7_8729074661817254075.png,area
2384,神无冢,稻妻六大岛屿之一，主要由踏鞴砂、九条阵屋组成。,"['元素方碑', '限时挑战', '雷灵', '雷种子', '指引仙灵', '采集机关', '环境＆地形破坏', '机关立方']",['第二章 第二幕「无念无想，泡影断灭」'],暂无,"['雷野险踪', '降雷之法', '电压冲锋', '君子白日闯', '临危受命', '攀高危险']","['医樱', '刀剑成梦', '踏鞴物语', '全能美食队·海滩的横行者']","['水史莱姆', '雷史莱姆', '射手丘丘人', '丘丘人', '盗宝团', '野伏众', '丘丘萨满']",暂无,['无相之火'],"['冒险家的经验', '流浪者的经验', '大英雄的经验', '史莱姆凝液', '史莱姆清', '史莱姆原浆', '破损的面具', '污秽的面具', '不祥的面具', '牢固的箭簇', '锐利的箭簇', '历战的箭簇', '沉重号角', '黑铜号角', '黑晶号角', '寻宝鸦印', '藏银鸦印', '攫金鸦印', '地脉的旧枝', '地脉的枯叶', '地脉的新芽', '混沌机关', '混沌枢纽', '混沌真眼', '雾虚花粉', '雾虚草囊', '雾虚灯芯', '破旧的刀镡', '影打刀镡', '名刀镡', '黯淡棱镜', '水晶棱镜', '偏光棱镜', '新兵的徽记', '士官的徽记', '尉官的徽记', '猎兵祭刀', '特工祭刀', '督察长祭刀', '骗骗花蜜', '微光花蜜', '原素花蜜', '燃愿玛瑙碎屑', '燃愿玛瑙断片', '燃愿玛瑙块', '燃愿玛瑙', '阴燃之珠']","['薄荷', '甜甜花', '螃蟹', '胡萝卜', '鸟蛋', '松茸', '白萝卜', '卷心菜', '小麦', '禽肉', '兽肉', '鱼肉', '树莓']","['堇瓜', '海草', '冰雾花花蕊', '烈焰花花蕊', '白铁块', '铁块', '紫晶块', '水晶块', '魔晶块', '晶核', '蜥蜴尾巴', '电气水晶', '蝴蝶翅膀', '发光髓']","['海灵芝', '鬼兜虫', '鸣草', '血斛', '晶化骨髓']",https://uploadstatic.mihoyo.com/ys-obc/2021/07/21/145906584/22b74053c85b5878ee008eeb6612b4dd_5961029021030595764.png,area
3921,璃月·层岩巨渊·地下矿区,层岩巨渊被封锁的区域，主要由临时主矿道、地下水泽、巨渊主矿区、巨蛇岩洞、无名遗迹、崎岖石厅、荧光狭道组成。,"['元素方碑', '限时挑战', '环境＆地形破坏', '压力机关', '指引仙灵']",['第二章 第四幕 「回想渊底的安魂曲」'],暂无,暂无,"['「勇气的余晖」', '巨渊的馈赠', '黯淡蘑菇的求救', '连队消失在深岩', '「他乡迷失客」', '层岩菌类调查', '古代生物调查']","['丘丘人', '射手丘丘人', '史莱姆', '盗宝团', '浮游水蕈兽', '愚人众']",暂无,['遗迹巨蛇'],"['冒险家的经验', '流浪者的经验', '大英雄的经验', '史莱姆凝液', '史莱姆清', '史莱姆原浆', '破损的面具', '污秽的面具', '不祥的面具', '地脉的旧枝', '地脉的枯叶', '地脉的新芽', '混沌装置', '混沌回路', '混沌炉心', '混沌机关', '混沌枢纽', '混沌真眼', '脆弱的骨片', '结实的骨片', '石化的骨片', '寻宝鸦印', '藏银鸦印', '攫金鸦印', '黯淡棱镜', '水晶棱镜', '偏光棱镜', '晦暗刻像', '夤夜刻像', '幽邃刻像', '隐兽指爪', '隐兽利爪', '隐兽鬼爪', '荧光孢粉', '蕈兽孢子', '孢囊晶尘', '坚牢黄玉碎屑', '坚牢黄玉断片', '坚牢黄玉块', '坚牢黄玉', '符纹之齿']","['胡萝卜', '鸟蛋', '松茸', '白萝卜', '松果', '卷心菜', '小麦', '树莓', '鱼肉', '草蕈']","['冰雾花花朵', '晶核', '金鱼草', '蜥蜴尾巴', '发光髓']","['夜泊石', '石珀']",https://uploadstatic.mihoyo.com/ys-obc/2022/04/01/5861124/b7d0c04e7d20367f82fcab481f788715_8739743511844348631.png,area
2777,海祇岛,稻妻六大岛屿之一，主要由曚云神社、珊瑚宫、望泷村、水月池组成。,"['元素方碑', '限时挑战', '雷灵', '雷种子', '指引仙灵', '采集机关', '环境＆地形破坏', '机关立方', '水泡']",['第二章 第三幕「千眼百手，天下人间」'],['眠龙之章 第一幕「兵戈梦去，春草如茵」'],"['霹雳收藏家', '雷霆引爆计划', '插电战斗方案', '非法飘荡']","['月浴之渊', '孤独的海兽', '门户清理', '肥料...推销员', '海渊仙草灵验记']","['史莱姆', '野伏众', '射手丘丘人', '飘浮灵', '丘丘人', '骗骗花']","['遗迹机兵', '愚人众·萤术士', '丘丘雷兜王', '愚人众先遣队', '藏镜仕女', '丘丘暴徒', '深渊法师']",['无相之水·希伊'],"['冒险家的经验', '流浪者的经验', '大英雄的经验', '史莱姆凝液', '史莱姆清', '史莱姆原浆', '破损的面具', '污秽的面具', '不祥的面具', '牢固的箭簇', '锐利的箭簇', '历战的箭簇', '沉重号角', '黑铜号角', '黑晶号角', '混沌机关', '混沌枢纽', '混沌真眼', '雾虚花粉', '雾虚草囊', '雾虚灯芯', '破旧的刀镡', '影打刀镡', '名刀镡', '黯淡棱镜', '水晶棱镜', '偏光棱镜', '新兵的徽记', '士官的徽记', '尉官的徽记', '骗骗花蜜', '微光花蜜', '原素花蜜', '浮游干核', '浮游幽核', '浮游晶化核', '地脉的旧枝', '地脉的枯叶', '地脉的新芽', '涤净青金碎屑', '涤净青金断片', '涤净青金块', '涤净青金', '排异之露']","['薄荷', '甜甜花', '螃蟹', '胡萝卜', '鸟蛋', '松茸', '白萝卜', '卷心菜', '小麦', '禽肉', '鱼肉', '树莓', '兽肉']","['海草', '晶核', '蜥蜴尾巴', '电气水晶', '蝴蝶翅膀', '鳗鳗', '铁块', '紫晶块']","['珊瑚真珠', '海灵芝']",https://uploadstatic.mihoyo.com/ys-obc/2021/09/06/5861124/02446b588cbbe496937f7f6f0391eee7_6001537853994427713.png,area
2778,清籁岛,稻妻六大岛屿之一，主要由浅濑神社、清籁丸、越石村、平海砦、天云峠组成。,"['元素方碑', '限时挑战', '雷灵', '雷种子', '指引仙灵', '采集机关', '环境＆地形破坏', '机关立方']",暂无,暂无,"['神社大扫除', '猫的留影', '饰猫之法', '雕猫之法', '鱼之味', '猫之迹']","['清籁旧宝', '寝子是只猫', '清籁逐雷记', '鸣神寻踪', '清籁旧忆']","['盗宝团', '岩史莱姆', '水史莱姆', '野伏众', '射手丘丘人', '飘浮灵', '丘丘人', '丘丘萨满']",暂无,['雷音权现'],"['冒险家的经验', '流浪者的经验', '大英雄的经验', '史莱姆凝液', '史莱姆清', '史莱姆原浆', '破损的面具', '污秽的面具', '不祥的面具', '牢固的箭簇', '锐利的箭簇', '历战的箭簇', '导能绘卷', '封魔绘卷', '禁咒绘卷', '沉重号角', '黑铜号角', '黑晶号角', '混沌机关', '混沌枢纽', '混沌真眼', '雾虚花粉', '雾虚草囊', '雾虚灯芯', '破旧的刀镡', '影打刀镡', '名刀镡', '黯淡棱镜', '水晶棱镜', '偏光棱镜', '新兵的徽记', '士官的徽记', '尉官的徽记', '骗骗花蜜', '微光花蜜', '原素花蜜', '浮游干核', '浮游幽核', '浮游晶化核', '最胜紫晶碎屑', '最胜紫晶断片', '最胜紫晶块', '最胜紫晶', '雷霆数珠']","['薄荷', '甜甜花', '螃蟹', '胡萝卜', '鸟蛋', '松茸', '白萝卜', '小麦', '卷心菜', '禽肉', '鱼肉', '树莓', '兽肉']","['海草', '堇瓜', '晶核', '蜥蜴尾巴', '电气水晶', '蝴蝶翅膀', '白铁块', '紫晶块']","['天云草实', '鸣草']",https://uploadstatic.mihoyo.com/ys-obc/2021/09/06/5861124/3cf36a22e5fa931192ea08998665de34_7606089505859396658.png,area
2272,琼玑野,璃月六大区域之一，主要由明蕴镇、归离原、渌华池、瑶光滩组成。,"['元素方碑', '特殊植物', '指引仙灵', '采集机关', '火把机关', '压感机关', '环境＆地形破坏']",['第一章 第三幕「迫近的客星」'],['金翅鹏王之章 第一幕 「槐柯胡蝶，傩佑之梦」'],"['固若金汤', '何以击石？', '临危受命', '波倾浪覆', '攀高危险', '丘丘人的一小步', '圆滚滚的易爆品', '邪恶的扩张', '这本小说会很厉害！', '「夺宝」小行动', '「遗落」的文物', '试问，藏锋何处？']","['永无止境的研究', '旧味难寻', '孤木孑立，无林可依']","['丘丘人', '射手丘丘人', '岩史莱姆', '冰史莱姆', '草史莱姆', '雷史莱姆', '风史莱姆', '水史莱姆', '火史莱姆', '草丘丘萨满', '岩丘丘萨满', '风丘丘萨满', '水丘丘萨满', '盗宝团海上男儿', '盗宝团杂工', '盗宝团粉碎者', '盗宝团掘墓者', '盗宝团拳术家', '盗宝团神射手', '盗宝团斥候']",暂无,['无'],"['冒险家的经验', '流浪者的经验', '大英雄的经验', '史莱姆凝液', '史莱姆清', '史莱姆原浆', '破损的面具', '污秽的面具', '不祥的面具', '导能绘卷', '封魔绘卷', '禁咒绘卷', '牢固的箭簇', '锐利的箭簇', '历战的箭簇', '沉重号角', '黑铜号角', '黑晶号角', '寻宝鸦印', '藏银鸦印', '攫金鸦印', '地脉的旧枝', '地脉的枯叶', '地脉的新芽', '混沌装置', '混沌回路', '混沌炉心', '雾虚花粉', '雾虚草囊', '雾虚灯芯', '督察长祭刀', '特工祭刀', '猎兵祭刀', '尉官的徽记', '士官的徽记', '新兵的徽记']","['兽肉', '禽肉', '鱼肉', '松茸', '鸟蛋', '甜甜花', '薄荷', '蘑菇', '日落果', '苹果', '莲蓬']","['冰雾花花朵', '烈焰花花蕊', '电气水晶', '晶核', '金鱼草', '马尾']","['清心', '琉璃袋', '石珀', '夜泊石', '星螺']",https://uploadstatic.mihoyo.com/ys-obc/2021/07/17/145906584/e97998eaeb5df497e2b9ed5a8be57b41_6379483550983060362.png,area
368,碧水原,璃月六大区域之一，主要由轻策庄、石门、地中之盐、荻花州、望舒客栈、无妄坡组成。,"['元素方碑', '特殊植物', '指引仙灵', '采集机关', '火把机关', '压感机关', '环境＆地形破坏']",['第一章 第一幕「浮世浮生千岩间」'],"['长杓之章  第一幕「蒙德食遇之旅」', '锦织之章  第一幕「江湖不问出处」']","['固若金汤', '独钓江雪', '望舒须筑阶', '何以击石？', '攀高危险', '客从远方来', '长驱直入', '邪恶的扩张', '圆滚滚的易爆品', '熟能生巧', '勿言勿笑', '安全运输法则', '危险运输现象', '花洲有客栈', '「夺宝」小行动', '这本小说会很厉害！', '这本小说真厉害！']","['独木难支', '暂行之策', '大生意', '古云有螭', '林中小书', '此菜不应人间有', '此诗送此城']","['丘丘人', '射手丘丘人', '岩史莱姆', '冰史莱姆', '草史莱姆', '雷史莱姆', '风史莱姆', '水史莱姆', '火史莱姆', '草丘丘萨满', '岩丘丘萨满', '水丘丘萨满', '盗宝团斥候', '盗宝团神射手', '盗宝团拳术师', '盗宝团掘墓者', '盗宝团粉碎者', '盗宝团杂工', '盗宝团海上男儿']",暂无,['纯水精灵'],"['冒险家的经验', '流浪者的经验', '大英雄的经验', '史莱姆凝液', '史莱姆清', '史莱姆原浆', '破损的面具', '污秽的面具', '不祥的面具', '导能绘卷', '封魔绘卷', '禁咒绘卷', '牢固的箭簇', '锐利的箭簇', '历战的箭簇', '沉重号角', '黑铜号角', '黑晶号角', '寻宝鸦印', '藏银鸦印', '攫金鸦印', '地脉的旧枝', '地脉的枯叶', '地脉的新芽', '混沌装置', '混沌回路', '混沌炉心', '雾虚花粉', '雾虚草囊', '雾虚灯芯', '净水之心', '涤净青金', '涤净青金块', '涤净青金断片', '涤净青金碎屑', '脆弱的骨片', '结实的骨片', '石化的骨片', '新兵的徽记', '士官的徽记', '尉官的徽记']","['土豆', '洋葱', '螃蟹', '糖', '胡萝卜', '金鱼草', '鸟蛋', '松茸', '白萝卜', '松果', '卷心菜', '小麦', '树莓', '嘟嘟莲', '禽肉', '甜甜花', '蘑菇', '薄荷', '兽肉', '鱼肉', '日落果', '苹果']","['电气水晶', '冰雾花花蕊', '烈焰花花蕊', '发光髓', '蝴蝶翅膀', '白铁块', '铁块', '水晶块', '晶核', '青蛙', '蜥蜴尾巴', '马尾', '鳅鳅宝玉']","['莲蓬', '绝云椒椒', '夜泊石', '清心', '琉璃袋', '石珀', '霓裳花', '竹笋', '琉璃百合']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/31/4872412/e7fcb344357e82ae6922d944470b3c3e_3779372360624296960.png,area
369,云来海,璃月六大区域之一，主要由天衡山、璃月港、孤云阁组成。,"['元素方碑', '特殊植物', '指引仙灵', '采集机关', '火把机关', '压感机关', '环境＆地形破坏']","['第一章 第一幕「浮世浮生千岩间」', '第一章 第二幕「辞行久远之躯」']",['锦织之章 第一幕「江湖不问出处」'],"['酒自有滋味', '熟能生巧']",['暂留此影'],"['丘丘人', '射手丘丘人', '岩史莱姆', '冰史莱姆', '草史莱姆', '雷史莱姆', '风史莱姆', '水史莱姆', '火史莱姆', '草丘丘萨满', '岩丘丘萨满', '风丘丘萨满', '水丘丘萨满', '盗宝团斥候', '盗宝团神射手', '盗宝团拳术师', '盗宝团掘墓者', '盗宝团粉碎者', '盗宝团杂工', '盗宝团海上男儿']",暂无,['无相之岩'],"['冒险家的经验', '流浪者的经验', '大英雄的经验', '史莱姆凝液', '破损的面具', '导能绘卷', '牢固的箭簇', '锐利的箭簇', '历战的箭簇', '沉重号角', '黑铜号角', '黑晶号角', '寻宝鸦印', '藏银鸦印', '攫金鸦印', '地脉的旧枝', '地脉的枯叶', '地脉的新芽', '混沌装置', '混沌回路', '混沌炉心', '雾虚花粉', '雾虚草囊', '雾虚灯芯', '玄岩之塔', '坚牢黄玉碎屑', '坚牢黄玉断片', '坚牢黄玉块', '坚牢黄玉', '猎兵祭刀', '特工祭刀', '督察长祭刀']","['奶酪', '胡椒', '土豆', '面粉', '洋葱', '番茄', '牛奶', '培根', '果酱', '蟹黄', '火腿', '黄油', '奶油', '熏禽肉', '螃蟹', '糖', '胡萝卜', '金鱼草', '鸟蛋', '松茸', '白萝卜', '松果', '卷心菜', '小麦', '树莓', '嘟嘟莲', '禽肉', '甜甜花', '蘑菇', '薄荷', '兽肉', '鱼肉', '盐']","['电气水晶', '冰雾花花朵', '烈焰花花蕊', '发光髓', '蝴蝶翅膀', '白铁块', '铁块', '水晶块', '晶核', '青蛙', '蜥蜴尾巴']","['莲蓬', '琉璃袋', '清心', '琉璃百合']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/31/4872412/7111570f4d2b0f5471ac59ff999ed7b8_5854617317427758910.png,area
370,璃沙郊,璃月六大区域之一，主要由清墟浦、灵矩关、遁玉陵组成。,"['元素方碑', '特殊植物', '指引仙灵', '采集机关', '火把机关', '压力机关', '环境＆地形破坏']",['第一章 第三幕「迫近的客星」'],"['锦织之章 第一幕 「江湖不问出处」', '金翅鹏王之章 第一幕 「愧柯胡蝶，傩佑之梦」']",['危险运输现象'],['黑岩之困'],"['丘丘人', '射手丘丘人', '水史莱姆', '水丘丘萨满', '盗宝团斥候', '盗宝团神射手', '盗宝团掘墓者']",暂无,暂无,"['冒险家的经验', '流浪者的经验', '大英雄的经验', '史莱姆凝液', '史莱姆清', '史莱姆原浆', '破损的面具', '污秽的面具', '不祥的面具', '导能绘卷', '封魔绘卷', '禁咒绘卷', '牢固的箭簇', '沉重号角', '黑铜号角', '黑晶号角', '地脉的旧枝', '地脉的枯叶', '地脉的新芽', '混沌装置', '混沌回路', '混沌炉心', '雾虚花粉', '雾虚草囊', '雾虚灯芯', '猎兵祭刀', '特工祭刀', '督察长祭刀']","['胡萝卜', '金鱼草', '鸟蛋', '松茸', '白萝卜', '松果', '卷心菜', '小麦', '树莓', '嘟嘟莲', '禽肉', '甜甜花', '蘑菇', '薄荷', '兽肉', '鱼肉']","['电气水晶', '冰雾花花蕊', '烈焰花花蕊', '发光髓', '蝴蝶翅膀', '白铁块', '铁块', '水晶块', '晶核', '青蛙', '蜥蜴尾巴']","['莲蓬', '琉璃袋', '清心', '夜泊石', '石珀']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/31/4872412/5bc0027398b4f6e5ffc31272989b37ea_1855789410807394198.png,area
372,珉林,璃月六大区域之一，主要由奥藏山、华光林、庆云顶、绝云间、琥牢山、南天门、天遒谷组成。,"['元素方碑', '特殊植物', '指引仙灵', '采集机关', '火把机关', '压感机关', '环境＆地形破坏']","['第一章 第一幕 「浮世浮生千岩间」', '第一章 第四幕「我们终将重逢」']",['仙麟之章 第一幕「云之海，人之海」'],"['临危受命', '熟能生巧', '攀高危险', '长驱直入', '丘丘人的一小步']",['夜叉之愿'],"['丘丘人', '射手丘丘人', '岩史莱姆', '冰史莱姆', '草史莱姆', '雷史莱姆', '风史莱姆', '水史莱姆', '火史莱姆', '草丘丘萨满', '岩丘丘萨满', '风丘丘萨满', '水丘丘萨满', '盗宝团斥候', '盗宝团神射手', '盗宝团拳术师', '盗宝团掘墓者', '盗宝团杂工', '盗宝团粉碎者', '盗宝团海上男儿']",暂无,暂无,"['冒险家的经验', '流浪者的经验', '大英雄的经验', '史莱姆凝液', '史莱姆清', '史莱姆原浆', '破损的面具', '污秽的面具', '不祥的面具', '导能绘卷', '封魔绘卷', '禁咒绘卷', '牢固的箭簇', '锐利的箭簇', '历战的箭簇', '沉重号角', '黑铜号角', '黑晶号角', '寻宝鸦印', '藏银鸦印', '攫金鸦印', '地脉的旧枝', '地脉的枯叶', '地脉的新芽', '混沌装置', '混沌回路', '混沌炉心', '雾虚花粉', '雾虚草囊', '雾虚灯芯', '猎兵祭刀', '特工祭刀', '督察长祭刀', '脆弱的骨片', '结实的骨片', '石化的骨片', '未熟之玉', '坚牢黄玉碎屑', '坚牢黄玉断片', '坚牢黄玉块', '坚牢黄玉', '最胜紫晶碎屑', '最胜紫晶断片', '最胜紫晶块', '最胜紫晶', '哀叙冰玉碎屑', '哀叙冰玉断片', '哀叙冰玉块', '哀叙冰玉', '燃愿玛瑙碎屑', '燃愿玛瑙断片', '燃愿玛瑙块', '燃愿玛瑙', '涤净青金碎屑', '涤净青金断片', '涤净青金块', '涤净青金', '龙王之冕', '血玉之枝', '鎏金之鳞', '常燃火种']","['胡萝卜', '金鱼草', '鸟蛋', '松茸', '白萝卜', '松果', '卷心菜', '小麦', '树莓', '嘟嘟莲', '禽肉', '甜甜花', '蘑菇', '薄荷', '兽肉', '鱼肉']","['电气水晶', '冰雾花花蕊', '烈焰花花蕊', '发光髓', '蝴蝶翅膀', '白铁块', '铁块', '水晶块', '晶核', '青蛙', '蜥蜴尾巴']","['琉璃袋', '清心', '夜泊石', '石珀', '绝云椒椒']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/31/4872412/bc096accd4297ea2eced44b15f8910fb_767675381909489965.png,area
1413,龙脊雪山,终年覆雪的雪山，雪山上遗留着黑龙杜林的亡骸。,"['元素方碑', '环境&amp;地形破坏', '采集机关', '温暖仙灵']",暂无,暂无,暂无,暂无,"['冰射手丘丘人', '冰霜骗骗花', '冰史莱姆', '冰弹丘丘人', '冰丘丘萨满', '冰盾丘丘人']",暂无,"['大雪猪王', '无相之冰']",暂无,"['薄荷', '甜甜花', '禽肉', '松果', '松茸', '冷鲜肉']","['冰晶蝶', '星银矿石', '蝴蝶翅膀', '冰雾花花蕊']",暂无,https://uploadstatic.mihoyo.com/ys-obc/2021/01/28/16576950/c63b58bd4828b9e705fe3f3ee85d9db5_9184686762556372882.jpg,area
