mhy_id,name,dropping,attack,element,weakness,introduction,label,icon
4398,伸缩岩蕈兽,"['摩拉', '蕈兽孢子', '荧光孢粉', '孢囊晶尘', '失活菌核', '休眠菌核', '茁壮菌核']",头槌，翻滚,岩,无害的小可爱！真的要打吗？在遇到火元素或雷元素后，会转化成「枯焦」或「活化」状态，并且在这个状态下能产生特别的素材。,拥有一定智能的孢子生物。具有强大的环境适应能力。富集的岩元素在它们的菌盖上形成了坚硬的外壳。为了挥舞沉重的头部，想必其身体结构相比同类也更加紧密。言以蔽之的话，就是过度成长、过度进化的孢子。据说蕈兽的广布来自实验事故。最初须弥的贤人骐骥将孢子一些特性运用在救死扶伤上。若果真如此，此人显然低估了孢子的环境适应力与传播能力。,master,https://uploadstatic.mihoyo.com/ys-obc/2022/08/20/8797197/95cb98b7059fc364fb5f1fc3ba66fb98_4442657421815503537.png
4802,镀金旅团·魔岩役使,"['摩拉', '褪色红绸', '镶边红绸', '织金红绸']",三连击，裂地斩，大陀螺，大跃击，召唤（魔蜥厄灵），魔蜥厄灵-嘶吼，魔蜥厄灵-震荡，魔蜥厄灵-震地, 岩,暂无,在古代。这些重装的武士乃是烈日君王最为亲信的宿卫。或许正是由于这个缘故。他们身上至今仍流溢着太阳般的金色光辉使用的武器中封印着残破的厄灵，会在危急时苏醒。只有战败者的哀嚎才能平息他们的愤怒。--不论败者是武器的主人，抑或是敌人。,master,https://uploadstatic.mihoyo.com/ys-obc/2022/09/24/4521515/349abf9aab0ed72f19f798785a70d800_2903525877582699055.jpg
4841,陆行岩本真蕈,"['摩拉', '蕈兽孢子', '荧光孢粉', '孢囊晶尘', '失活菌核', '休眠菌核', '茁壮菌核']",冲锋，回旋飞踢，跃击,岩,无害的小可爱！真的要打吗？在遇到火元素或雷元素后，会转化成「枯焦」或「活化」状态，并且在这个状态下能产生特别的素材。,蕈兽孢子荧光孢粉孢囊晶尘失活菌核休眠菌核茁壮菌核孢子构成的拟态生物，具有强大的环境适应能力。受到岩元素的影响，部分组织似乎已经完全角质化了。考虑到蕈类本就是从孢子进化而来，假以时日，或许可以以此为基础发展出另一种全新的生命形态。在蕈兽群落中占有主导地位，显示出其拥有着更高的智能。言以蔽之的话，就是过度成长、过度进化的孢子。据说蕈兽的广布来自实验事故。最初须弥的贤人骐骥将孢子一些特性运用在救死扶伤上。若果真如此，此人显然低估了孢子的环境适应力与传播能力。,master,https://uploadstatic.mihoyo.com/ys-obc/2022/09/28/8797197/f3c071530993b0de75845724357c963f_3951379670054141793.png
2479,雷斧丘丘暴徒,"['摩拉', '沉重号角', '黑铜号角', '黑晶号角', '破损的面具', '污秽的面具', '不祥的面具', '战狂', '教官', '流放者', '游医']",巨斧挥打，二连跃击，史莱姆投掷，雷斧大风车,物理、雷,试着将雷丘丘暴徒引入水中有奇效（感电感电感电感电感电......）,持长柄大斧的丘丘人大块头。攻击大开大合，会利用雷史莱姆为战斧附上雷元素，具有强大的破坏力。钢铁锻造的斧头是非常良好的感电材料。高大魁梧的雷斧丘丘暴徒高举大斧，召引天雷的样子对丘丘人而言可是相当雄壮的景象。丘丘人的部落当中，百里挑一的强壮勇士。对于丘丘人而言，最重要的事情就是吃肉和打架，让身体变得强壮。如果能成为丘丘暴徒这样又大又壮的战士，就能吃更多肉、打更多架了。,master,https://uploadstatic.mihoyo.com/ys-obc/2021/08/03/4521515/a6c4bcdb7d1bbc9b446e4e5f1a330008_5979499339659287880.png
4332,镀金旅团·鸦喙戟手,"['摩拉', '褪色红绸', '镶边红绸', '织金红绸']",冲刺跳劈，回旋跳劈,物理,暂无,来自黄金一般的沙漠，是松散佣兵团体中的一员。为了报酬，愿意为任何人效力。使用名为「鸦喙戟」的武器进行战斗。传说在古代，侍奉沙漠神祇的隐士会携带这种战戟作为身份的象征。这种武器的真名已经失落在了沙海中。来自黄金一般的沙漠的松散佣兵团体。为了报酬，愿意为任何人效力。「镀金旅团」是沙之民以外的人对他们的统称，其中有着诸如「法罗赫之子」这样的佣兵团体，也有「塔尼特」这样的部族。作为没有神的民族，多数的「镀金旅团」成员只会为了生计与雇主施展沙漠遗民的武艺。,master,https://uploadstatic.mihoyo.com/ys-obc/2022/08/22/8797197/8359aea6a5e257c63adffb55d8979c2c_8818639182511024288.png
152,木盾丘丘暴徒,"['摩拉', '沉重号角', '黑铜号角', '黑晶号角', '破损的面具', '污秽的面具', '不祥的面具', '战狂', '教官', '流放者', '游医']",持盾冲撞，挥盾猛击，史莱姆投掷，肉弹冲击，无盾挥击，生成护盾,物理,通过草元素构成的巨大木盾，来攻击与防御。如果能用某种方式把盾牌烧掉的话...可使用兔兔伯爵进行嘲讽。持盾时，其被攻击会朝向受击的一面，可利用此对其本体造成伤害。可尝试进行冰冻后对本体直接攻击。,经历无数战斗历练的丘丘人大块头。会利用草史莱姆创造坚固的木盾，进行战斗。拥有强健的肌肉，油亮的鬃毛，可靠的宽厚背影，一顿饭吃下很多肉的豪放，能为丘丘人抵挡毫不留情的冒险者，在部族当中有着相当崇高的地位。丘丘人的部落当中，百里挑一的强壮勇士，使用木制的巨盾战斗。对于丘丘人而言，最重要的事情就是吃肉和打架，让身体变得强壮。如果能成为丘丘暴徒这样又大又壮的战士，就能吃更多肉、打更多架了。,master,https://uploadstatic.mihoyo.com/ys-obc/2020/03/20/408757/a6c4bcdb7d1bbc9b446e4e5f1a330008_7327605618490546670.png
252,遗迹猎者,"['摩拉', '混沌装置', '混沌回路', '混沌炉心', '战狂', '教官', '流放者', '游医']",暂无,物理,极其难缠的遗迹机械，高空悬浮时尤其危险。如果能命中它在高空悬浮时，裸露的头部核心的话...自身无属性，可尝试使用水和冰进行冰冻。蓄力穿刺时需要拉开距离并持续冲刺，或者利用地形规避攻击。,巨大的异形战斗机械。传说是已经覆灭的国度留下的战争机械。似乎是为了提高战斗性能，设计上放弃了低效的拟人形态。无论是白刃战还是远程炮火的威力都相当恐怖。仅仅是废弃的古代兵器就有如此能力，曾经能生产这种兵器的文明又是如何呢···,master,https://uploadstatic.mihoyo.com/ys-obc/2020/03/26/408757/cbb0aaa23c5ac90ad7a8914057426f2d_5507248054447181795.png
322,遗迹守卫,"['摩拉', '混沌装置', '混沌回路', '混沌炉心', '战狂', '教官', '流放者', '游医']",暂无,物理,无属性，使用水和冰进行冰冻有不错的效果。,古老的人形战斗机械。传说是已经覆灭的国度留下的战争机械，会徘徊至世界各地的遗迹废都，并攻击冒失的旅人。研究表明遗迹守卫与这些废墟并非同源，表明两者的时代也相差至少数千年，为何遗迹守卫会驻留在其中，并以「爆炸性的火力」守护这些残垣断壁呢...古老的人形战斗机械。传说是已经覆灭的国度留下的战争机械，但也有人认为，这款机器开发的目的不是为了战斗，而是为了守护过去留下的遗迹。虽然这无法解释，为何它们会在理应守护的遗迹中，使用爆炸性的火力攻击就是了···旅行者可以尽量采用远程攻击的方式作战，其前后两个明显的弱点是突破口。制导飞弹有很高的跟踪性，可以选择躲在掩体后面或者即将命中时进行冲刺躲避，也可使用角色自身的创造物，但如果有凝光的话...,master,https://uploadstatic.mihoyo.com/ys-obc/2020/03/27/8797197/821ddc95a9abeb0d4462854d2c3cdf42_4064832142866999366.png
956,冲锋丘丘人,"['摩拉', '破损的面具', '污秽的面具', '不祥的面具']",暂无,物理,可尝试使用水或者冰元素灭掉火把使其威胁大幅度降低。,提瓦特荒野中游荡的原始住民。为了击退来犯的冒险者，会挥舞着熊熊燃烧的棒槌，一往无前地奋勇冲锋。草原或森林中发生野火的话，通常而言，并不是因为某名特别的「骑士」，而是因为这种丘丘人的犯行。遍布大陆，有这最基础文明形态的人形魔物。毛发为红棕色的丘丘人，手中拿着末端燃烧的木棍，性格暴躁，发现敌人后便一鼓作气地横冲直撞攻击，此时向后逃跑很难躲开它的攻击，正确做法是通过往两侧方向的闪避，让冲锋丘丘人失去准头而跌落悬崖或湖泊。,master,https://uploadstatic.mihoyo.com/ys-obc/2020/07/09/408757/f8d26d6a9ed0fcba7ab012e03650ea50_6947062636712003412.png
958,木盾丘丘人,"['摩拉', '破损的面具', '污秽的面具', '不祥的面具']",暂无,物理,使用火元素攻击烧掉木盾。运用冰和水反应进而直接攻击本体。,提瓦特荒野中游荡的原始住民。拥有木盾的丘丘人战士，木盾不仅是坚固的防具，也是属于部落的珍贵宝物。根据不少人的报告，丘丘人会冲向扎营烹饪的旅人，撵走他们，然后抢走他们的锅盖。遍布大陆，有这最基础文明形态的人形魔物。如今，大部分人已经放弃了与丘丘人沟通的尝试，认为他们只是纯粹的、不通言语的魔物。通过草元素构成的木盾抵挡攻击，如果能用某种方式把盾牌烧掉的话···,master,https://uploadstatic.mihoyo.com/ys-obc/2020/07/09/408757/3e8c5e4cc89b1a2cc5a64660dbb1b2fd_7567886397878535770.png
959,打手丘丘人,"['摩拉', '破损的面具', '污秽的面具', '不祥的面具']",暂无,物理,右手持一根木棍，在元素视野下为绿色的草元素创造物并可被点燃。打手丘丘人会在连续挥棍攻击前用木棍敲击地面，此时拉远距离后即可躲开攻击。使用火可以点燃其手中木棍，木棍被烧坏后会使用普通丘丘人的攻击方式,提瓦特荒野中游荡的原始住民。坏脾气的部落战士，朴实地信奉着肌肉的力量。如果肌肉够结实，力量够强，那终有一天也能举起巨大的盾牌，成为「丘丘暴徒」...?遍布大陆，有这最基础文明形态的人形魔物。如今，大部分人已经放弃了与丘丘人沟通的尝试，认为他们只是纯粹的、不通言语的魔物。,master,https://uploadstatic.mihoyo.com/ys-obc/2020/07/09/408757/3e8c5e4cc89b1a2cc5a64660dbb1b2fd_5007696297230491286.png
960,丘丘人,"['摩拉', '破损的面具', '污秽的面具', '不祥的面具']",暂无,物理,弱点位于头部。无属性，旅行者可使用任何属性搭配攻略。所有丘丘人均可使用兔兔伯爵进行嘲讽。,提瓦特荒野中游荡的原始住民。与人类轮廓相似，却失去了智能与灵性。据记载，在大地上出没超过千年，却没有历史与文明。自五百年前漆黑的灾祸以来，便广袤地分布在大地各处。虽然力量弱小，缺乏组织，但有时也能给人们带来不小的麻烦。丘丘部族中最底层的丘丘人，没有特长，平常的工作就是放哨，喜欢在树荫和能吹到山风的崖边睡觉，发现敌人后会唤起周围的丘丘人，用拳头跑上前来攻击旅行者，愤怒时会捡起地上的石块扔向敌人。,master,https://uploadstatic.mihoyo.com/ys-obc/2020/07/09/408757/3e8c5e4cc89b1a2cc5a64660dbb1b2fd_1461729241040537986.png
967,射手丘丘人,"['摩拉', '牢固的箭簇', '锐利的箭簇', '历战的箭簇', '破损的面具', '污秽的面具', '不祥的面具']",暂无,物理,射手类丘丘人的头部是弱点部位，击中头部后可将敌人击倒。合理运用创造物效果可有效克制。,提瓦特荒野中游荡的原始住民。手持简陋弩机的丘丘人射手。丘丘人实际上并不具备制造弩的工艺水平。因此，一般认为，在丘丘人背后，存在着操控丘丘人，并为它们提供设备物资的组织。而与丘丘人走得很近的深渊法师尤为可疑。操作弩进行远程攻击的丘丘人。丘丘人的智能水平连学会弩机的操控方式都有困难，遑论生产这种需要精密加工的设备了。由此，或许可以认为，看似漫无目的地散布在大陆各处的丘丘人背后，或许有着为它们提供装备与训练的组织......,master,https://uploadstatic.mihoyo.com/ys-obc/2020/07/09/408757/3e8c5e4cc89b1a2cc5a64660dbb1b2fd_5380458093789112725.png
975,盗宝团·粉碎者,"['摩拉', '寻宝鸦印', '藏银鸦印', '攫金鸦印']",挥锤，双连重锤，双连锤击，四连锤击，蓄力连锤,物理,蓄力锤击伤害非常高！,足迹遍布大陆各处，甚至深入未知秘境的松散盗贼组织中的一员。原本是在矿下工作的人。层岩巨渊封锁后尽管领取着津贴，还是出于各种缘由加入了盗宝团。,master,https://uploadstatic.mihoyo.com/ys-obc/2020/07/14/408757/85173653005259837741674b54684f5d_4300536338356311555.png
976,盗宝团·斥候,"['摩拉', '寻宝鸦印', '藏银鸦印', '攫金鸦印']",暂无,物理,戴着面罩的盗宝团成员，会用远程攻击手段袭击旅行者。,足迹遍布大陆各处，甚至深入未知秘境的松散盗贼组织中的一员。在团队协作中，职责通常是踩点与盯梢。落草为寇通常因为贫困与缺乏教育，但从他们的装备来看，即使选择了盗贼之路，也没有因此变得富裕...,master,https://uploadstatic.mihoyo.com/ys-obc/2020/07/14/408757/6c426766c7c1e3eb1fb254c2ea78f6e1_2320063110210605274.png
977,盗宝团·掘墓者,"['摩拉', '寻宝鸦印', '藏银鸦印', '攫金鸦印']",暂无,物理,被铲土攻击后会短暂致盲！,足迹遍布大陆各处，甚至深入未知秘境的松散盗贼组织中的一员。「站在巨人的肩膀上，意思就是把前人积累的财富挖出来，拿走，好让我们...让它们回归经济循环！这是多么高尚的事情！——某名盗宝团的「掘墓者」在挖掘遗迹中的财宝时说的话,master,https://uploadstatic.mihoyo.com/ys-obc/2020/07/14/408757/2c704f84dde10e25c194c36784c480f4_6892845803022934760.png
978,盗宝团·神射手,"['摩拉', '寻宝鸦印', '藏银鸦印', '攫金鸦印']",暂无,物理,使用弩箭攻击的盗宝团成员，威胁程度约等于射手丘丘人···,足迹遍布大陆各处，甚至深入未知秘境的松散盗贼组织中的一员。虽然被称作「神射手」，但其实那是带有讥笑性质的译名。毕竟他们使用的是弩，而不是弓这样需要长期训练的武器。要知道就连丘丘人也会用弩。只要把比较宽的那头对准敌人，然后扣下扳机就行了。,master,https://uploadstatic.mihoyo.com/ys-obc/2020/07/14/408757/f803042653005c6dff251ea63922df96_4458578535437044163.png
979,盗宝团·杂工,"['摩拉', '寻宝鸦印', '藏银鸦印', '攫金鸦印']",暂无,物理,当心杂工的飞踢！,足迹遍布大陆各处，甚至深入未知秘境的松散盗贼组织中的一员。在盗宝团当中从事着体力工作，地位比较低下的成员，因为自己的身材还经常被同伙取笑。但在团队遇袭时，会展现出人意料的身手与力量！,master,https://uploadstatic.mihoyo.com/ys-obc/2020/07/14/408757/a5bf5145516ce192ab7e5864cf402b13_7970328052767079740.png
980,盗宝团·拳术家,"['摩拉', '寻宝鸦印', '藏银鸦印', '攫金鸦印']",暂无,物理,靠近后进行剧烈攻击，团队作战时尤其注意此人攻击,足迹遍布大陆各处，甚至深入未知秘境的松散盗贼组织中的一员。热衷于肌肉和战斗的人。对食物很挑剔，并且总是像周围的人宣扬肌肉的好处，所以其他盗宝团成员通常对这种人多有微辞。,master,https://uploadstatic.mihoyo.com/ys-obc/2020/07/14/408757/b5a9a534d6474c0060d344e4419419e8_7436730611734660751.png
981,盗宝团·海上男儿,"['摩拉', '寻宝鸦印', '藏银鸦印', '攫金鸦印']",挥桨，连续挥桨,物理,连续挥桨后进入短暂的停歇，趁这时击败他！,足迹遍布大陆各处，甚至深入未知秘境的松散盗贼组织中的一员。「我们的活动怎么能叫偷？怎么能叫盗？那叫重新发现，让宝藏回到赏识宝藏的鉴赏家怀抱中！大家都开心，多好的事儿！」——某名盗宝团的「海上男儿」对怀有疑问的新人说的话足迹遍布大陆各处，甚至深入未知秘境的松散盗贼组织。,master,https://uploadstatic.mihoyo.com/ys-obc/2020/07/14/408757/85b18e50be4233cc7c3a86d8225c82cc_1792094578156830008.png
1097,幼岩龙蜥,"['摩拉', '脆弱的骨片', '结实的骨片', '石化的骨片', '战狂', '教官', '流放者', '游医']",死亡翻滚，旋转石尾，跃击，爪击,物理,暂无,体格不大，行动非常灵活的龙蜥幼兽。攻击中的某一式命中受到护盾庇护的角色时，好像会因为反作用力而暂时陷入瘫痪...,master,https://uploadstatic.mihoyo.com/ys-obc/2021/02/09/4521515/6e5660ee0fc48ef63faa922ecdfc3200_801071510981434165.png
1237,奇怪的丘丘人,"['冒险阅历', '摩拉', '卷心菜']",暂无,物理,悄悄的靠近，拿剑的不要。从后面偷袭一个穿越到原神按时刷新的大伟丘。获得爱♡酱一卷。,奇怪的丘丘人人称大伟穿越到原神世界变成丘丘人随即挨打。俗称“大伟丘”「Homu，Ｈomu，mimi domu！」,master,https://uploadstatic.mihoyo.com/ys-obc/2021/02/06/4521515/11d08752a651d9e6ae57c4178f961de9_1793507608731586753.png
1364,遗迹重机,"['摩拉', '混沌装置', '混沌回路', '混沌炉心', '战狂', '教官', '流放者', '游医']",暂无,物理,进行某些攻击时，遗迹重机头部与双脚的核心会裸露出来。如果能抓住这个机会，攻击核心的话，或许能比较轻松地战胜它。,古老的人形战斗机械。形态与遗迹守卫相似，但形态更为扭曲、力量更为强大。似乎是为了驱动过于沉重的躯体，在双脚上还额外装配了能量核心。古老的人形战斗机械。传说是已经覆灭的国度留下的战争机械，但也有人认为，这款机器开发的目的不是为了战斗，而是为了守护过去留下的遗迹。虽然这无法解释，为何它们会在理应守护的遗迹中，使用爆炸性的火力攻击就是了···,master,https://uploadstatic.mihoyo.com/ys-obc/2021/02/09/4521515/350a8ecdb26ec7f00789f9a158762503_4505034638410002612.png
