mhy_id,name,introduction,entrance_description,consumption,online,task,date,prob_product,fix_product,master,icon,abnormal_situation,recommended_element,label
1782,西风之鹰的庙宇,这座遗迹中，曾经供祭着四风守护中，象征恩慈的西风之鹰。鹰的庙宇千年长久地守望着风起地，或许其中仍盘桓着悠远过去的风吧。,虽然在大地深处，这座废都中却涌动着狂风。为了探寻其中的秘宝，向遗迹的深处进发吧。,暂无,否,否,暂无,,"['摩拉', '冒险阅历']","['木盾丘丘暴徒', '雷箭丘丘人', '水史莱姆', '打手丘丘人', '火箭丘丘人', '风史莱姆', '大型雷史莱姆', '大型冰史莱姆', '木盾丘丘人']",https://uploadstatic.mihoyo.com/ys-obc/2021/04/20/79683714/c5f565b8bdfd6cfeab1836776b9291b0_3462585706532953933.png,暂无,暂无,instance
373,仲夏庭园,随着远古的文明失落，曾经繁茂伟大的夏宫灵囿也被深埋地底。或许只有其中的古树与砖石，仍记得过去的景象吧…,这座远古的祝圣祭坛中，聚集着惧怕火元素的魔物。若能通过其中的试炼，或许能获得珍贵的圣遗物。,原粹树脂*20,是,否,暂无,"['行者之心', '平息鸣雷的尊者', '冒险家', '如雷的盛怒']","['摩拉', '冒险阅历']","['水深渊法师', '大型水史莱姆', '冰深渊法师', '雷萤', '水史莱姆', '变异型雷史莱姆', '水丘丘萨满', '愚人众·雷萤术士', '大型雷史莱姆', '大型冰史莱姆', '冰史莱姆', '木盾丘丘人', '雷史莱姆']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/30/4328207/7236e39ff209643db0d9d3746d7439b6_1361980185724163509.png,引发融化反应时，会释放能量冲击，对周围的敌人造成伤害。,火,instance
374,铭记之谷,后来又有一段时间，大地上的人们失去了过去。他们试图向下探索，寻找已经被遗忘的东西。古树树洞的另一端，过去的秘密凝结成了宝藏。,这座远古祝圣祭坛中，聚集着畏惧存粹武力的魔物。若能通过其中的试炼，或许能获得珍贵的圣遗物。,原粹树脂*20,是,否,暂无,"['被怜爱的少女', '奇迹', '游医', '翠绿之影']","['摩拉', '冒险阅历']","['盗宝团·火之药剂师', '盗宝团·海上男儿', '盗宝团·粉碎者', '愚人众·雷萤术士', '盗宝团·杂工', '愚人众·火之债务处理人', '盗宝团·掘墓者', '盗宝团·雷之药剂师', '盗宝团·斥候', '盗宝团·冰之药剂师', '盗宝团·拳术师', '盗宝团·水之药剂师']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/30/4328207/5983cac48948a953027c9cf1b5583ae4_4503346464479263794.png,队伍中所有角色造成的物理伤害提高75%。,无,instance
1813,山脊守望,矗立在山脊的起点，如同界碑一般守望着南与北、山岳与水泽的远古城墟。传说中它的门扉只对心中燃烧着永不熄灭的烈火的人敞开，为他们祝圣戴冠。,精神与躯体足够强韧、面临伤害而不屈服的人，在这间祭场中就能获得护佑。 能成功克服其中试炼者，或许就能获得珍贵的圣遗物，获得实现遥不可及的梦想的助力。,原粹树脂*20,是,否,暂无,"['勇者之心', '苍白之火','武人','千岩牢固']","['摩拉', '冒险阅历']","['大型火史莱姆', '火史莱姆', '冲锋丘丘人', '岩盾丘丘暴徒', '岩龙蜥', '火斧丘丘暴徒']",https://uploadstatic.mihoyo.com/ys-obc/2021/04/17/79683714/5bd62dddb981edae06087f872af6e31e_8487628360384306807.png,敌人的攻击命中处于护盾庇护下的角色时，会进行反噬：在攻击的敌人位置处释放冲击波，造成范围伤害。该效果每2秒只能触发一次。,水、冰、岩,instance
376,无妄引咎密宫,有一秘法会从八门之中隐去一门，断绝邪恶的出路，而古时曾有人在此作法把妖魔困入。相传外面的七柱暗合七门之法，镇压着一只恶螭龙。,这座远古地脉祭坛中，聚集着觊觎着其中地脉镇石的魔物。若能驱使冰元素的力量粉碎魔物，保护镇石不被破坏，或许能获得珍贵的圣遗物。,原粹树脂*20,是,否,暂无,"['炽烈的炎之魔女', '守护之心', '渡过烈火的贤人', '武人']","['摩拉', '冒险阅历']","['大型火史莱姆', '变异雷史莱姆', '大型水史莱姆', '愚人众·雷萤术士', '水史莱姆', '打手丘丘人', '火深渊法师', '大型雷史莱姆', '雷萤', '火斧丘丘暴徒']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/30/4328207/daa58c91425ccf4eaacc0b5452d2378a_4235376165403177558.png,冰冻反应的持续时间大幅提升。引发超导反应时，会释放能量冲击，对周围的敌人造成伤害。,冰,instance
377,华池岩岫,奥藏山可说是山如其名，诸妙藏奥。此地天池粗看不过普通绝景，其实内藏有一岩洞，可接天上，能吐白云。「白云出岫」——并不是这么来的。,这座远古祝圣祭坛中，聚集着惧怕岩元素的魔物。若能通过其中的试炼，或许能获得珍贵的圣遗物。,原粹树脂*20,是,否,暂无,"['染血的骑士道','学士', '赌徒', '昔日宗室之仪']","['摩拉', '冒险阅历']","['冰深渊法师', '火深渊法师', '水深渊法师']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/30/4328207/40121fb023668f9a9528e393f91e6bd5_2332794977535514323.png,队伍中所有角色造成的岩元素伤害提高75%。,岩,instance
375,孤云凌霄之处,曾经抱着引领人类之志的妄念与嗟叹汇集在了这里。虽然身处孤云之阁，虽然有凌霄之志，此刻却在低洼的洞窟之中倾吐着不甘。,这座远古地脉祭坛中，聚集着觊觎着其中地脉镇石的魔物。若能驱使雷元素的力量粉碎魔物，保护镇石不被破坏，或许能获得珍贵的圣遗物。,原粹树脂*20,是,否,暂无,"['悠古的磐岩', '勇者之心', '幸运儿', '逆飞的流星']","['摩拉', '冒险阅历']","['大型火史莱姆', '水深渊法师', '火史莱姆', '大型水史莱姆', '冰深渊法师', '水史莱姆', '打手丘丘人', '水丘丘萨满', '遗迹猎者', '火深渊法师', '大型冰史莱姆', '冰史莱姆', '遗迹守卫']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/30/4328207/65da75cf98aab0039fdec178a8d7890f_3912101975412580177.png,感电反应造成的伤害提高150%，影响范围扩大100%。,雷,instance
2311,椛染之庭,似乎永远静止在红叶衰落之刻的借景之庭。曾经失却的因缘、无法忘却的爱执，或许都会循着大地当中的脉络，凝结成庭间白树的果实吧。,在红叶飘扬的祭场之中，如同夏秋之分，存在着增强「冰元素」与「火元素」的领域。 能利用各种奥妙，成功克服其中试炼者，或许就能获得珍贵的圣遗物，获得追寻本应切断的因缘的助力。,原粹树脂*20,是,否,暂无,"['行者之心', '绝缘之旗印', '奇迹', '追忆之注连']","['摩拉', '冒险阅历']","['冲锋丘丘人', '雷箭丘丘人', '雷弹丘丘人', '变异雷史莱姆', '雷深渊法师', '雷斧丘丘暴徒', '丘丘雷兜王', '大型雷史莱姆', '雷史莱姆']",https://uploadstatic.mihoyo.com/ys-obc/2021/07/11/79683714/6e20bfcb4308439e4b7df7b199a1033d_2766746891312374766.png,挑战平台的地面会间歇性地变为「炎祝」与「霜祝」状态。依据状态的不同，处在对应平台上的角色会获得不同的效果。「炎祝」:其中的当前场上角色获得60%火元素伤害加成。「霜祝」:其中的当前场上角色获得60%冰元素伤害加成。,火、冰,instance
3163,沉眠之庭,在清籁岛还没有如今的名字、没有被染上雷色之前就静静沉睡在此间的庭苑。其中的景象永远也不会改变吧。,无主的宅邸如今成为了兽境魔物的栖身之所。 能利用永恒之雷，成功克服其中试炼者，或许就能获得珍贵的圣遗物吧。,原粹树脂*20,是,否,暂无,"['勇士之心', '守护之心', '华馆梦醒形骸记', '海染砗磲']","['摩拉', '冒险阅历']","['冲锋丘丘人', '大型水史莱姆', '雷箭丘丘人', '水史莱姆', '雷斧丘丘暴徒', '嗜雷·兽境幼兽', '嗜雷·兽境猎犬', '嗜岩·兽境幼兽']",https://uploadstatic.mihoyo.com/ys-obc/2021/11/20/79683714/da79295444b4decd6410b25ba9cfdbbe_1481923769948331538.png,队伍中所有角色获得40%雷元素伤害加成。当前场上角色使敌人触发感电反应时，会释放冲击波，对敌人造成真实伤害。每3秒至多通过这种方式释放一次冲击波。,雷,instance
3889,岩中幽谷,古时的祭场曾经因为很久以前撕碎天穹与大地的灾祸埋入地下，又随着异物陨落而隆起，最终又因至交反目的厮杀造成的破坏而显露出来。但曾经来往此间的人早已不再了。,原本似乎是古代的祭场，如今已经被外来的遗迹机关占据了。 能够战胜踞身其中的机关入侵者的话，或许就能获得珍贵的圣遗物吧。,原粹树脂*20,是,否,暂无,"['来歆余响', '武人', '赌徒', '辰砂往生录']","['摩拉', '冒险阅历']","['遗迹机兵', '遗迹重机', '遗迹守卫']",https://uploadstatic.mihoyo.com/ys-obc/2022/03/30/79683714/8f618c260b6aaa17256da17f89454930_6521341040374916722.png,角色施放元素战技时，将释放冲击波，造成真实伤害。,火、雷、岩、风,instance
4468,缘觉塔,在古时，这里似乎是美丽而伟大的为新生的人子施以祝福的场所。后来长箭从天而降，平地隆起成了山岳，古都也埋入了山中。,来自沙海的贼匪盘踞在此间秘境深处。 利用对元素之奥秘的理解，战胜踞身其中者，或许能获得珍贵的圣遗物吧。,原粹树脂*20,是,否,暂无,"['奇迹', '赌徒','饰金之梦','深林的记忆']","['摩拉', '冒险阅历']","['镀金旅团·破阵者', '镀金旅团·阵前斧手', '镀金旅团·沙中净水', '镀金旅团·机弩兵', '镀金旅团·白日鸣雷', '镀金旅团·鸦喙戟手', '镀金旅团·刀舞者', '镀金旅团·炽阳凝冰']",https://uploadstatic.mihoyo.com/ys-obc/2022/08/22/79683714/f2fb77387268190c3ecb870617711ab2_5683265132976067614.png,队伍中所有角色的元素精通提高，提高值相当于队伍中所有角色的元素精通总和的10%。每20秒，会移除通过这种方式提高的元素精通，并重新计算。,冰,instance
1378,芬德尼尔之顶,雪葬之都曾经也有属于自己的，充满骄傲与浪漫意味的名字，正如这座山在遥远的过去曾经绿意盎然。冻结天空的长钉降下后，过去的祭司登上了原本朝向天空的祭场，却没能听见天空的声音，也没能返回。,这里原本是靠近天空的仪式场所，被天降的寒天之钉埋入山体。涌入的寒气造就了这里的独特的环境。要通过试炼，就必须克服其中的严寒...,原粹树脂*20,是,否,暂无,"['赌徒','冰风迷途的勇士', '沉沦之心','守护之心']","['摩拉', '冒险阅历']","['丘丘霜铠王', '巨型冰史莱姆', '冰盾丘丘暴徒', '大型冰史莱姆', '冰深渊法师', '冰弹丘丘人', '冰史莱姆']",https://uploadstatic.mihoyo.com/ys-obc/2021/04/23/79683714/3e9225fa84ede9010fe7f28eddb21ca5_7013407292756971138.png,挑战平台中的角色会持续积累「严寒」。严寒达到上限时，会损失生命值。挑战平台中的地面会间歇性变为「温暖」与「极寒」状态。温暖状态的地面可以削减严寒积累，极寒的地面会加速严寒积累。,火、雷、岩、风,instance
381,深入风龙废墟,高耸而破碎的尖塔无声地述说着哀痛的过往。盘踞其中的除了回忆与思念，还有狂啸的暴风…,如今风魔龙的危机已经解除，蒙德的天空终于放晴。但面对特瓦林，与暴风共舞的记忆再次鲜明地浮现。在回忆中重新演练这场战斗，或许能有新的收获...,原粹树脂,否,是,暂无,"['水属性突破材料', '北陆双手剑原胚', '角斗士的终幕礼', '东风之爪', '东风的吐息', '东风之翎', '北陆长柄武器原胚', '流放者', '流浪大地的乐团', '异梦溶媒', '风属性突破材料', '雷属性突破材料', '北陆法器原胚', '教官', '北陆弓原胚', '战狂', '北陆单手剑原胚']","['摩拉', '冒险阅历']",['裂空的魔龙'],https://uploadstatic.mihoyo.com/ys-obc/2020/03/31/4328207/6621f1d7e26f9bf00f9ec14e5cc0e6f4_4703071585053260956.png,暂无,,instance
1239,进入「黄金屋」,一度笼罩璃月的疑云终于散开，胁迫这片土地的阴谋也因为七星、仙人与你的共同努力被粉碎。但在黄金屋的深处，与愚人众的「公子」交锋的记忆再次鲜明地浮现。在回忆中重新演练这场战斗，或许能有新的收获...,一度笼罩璃月的疑云终于散开，胁迫这片土地的阴谋也因为七星、仙人与你的共同努力被粉碎。但在黄金屋的深处，与愚人众的「公子」交锋的记忆再次鲜明地浮现。在回忆中重新演练这场战斗，或许能有新的收获...,原粹树脂 * 60,是,是,暂无,"['水属性突破材料', '北陆双手剑原胚', '角斗士的终幕礼', '吞天之鲸·只角', '北陆长柄武器原胚', '流放者', '流浪大地的乐团', '异梦溶媒', '雷属性突破材料', '北陆法器原胚', '冰属性突破材料', '魔王之刃·残片', '武炼之魂·孤影', '教官', '北陆弓原胚', '战狂', '北陆单手剑原胚']","['摩拉', '冒险阅历']",['公子'],https://uploadstatic.mihoyo.com/ys-obc/2021/02/19/79683714/84e59f0760cd3bfce1619b3c47d77f16_3546027852453654330.png,暂无,,instance
1814,「伏龙树」之底,在无比漫长的岁月中，如同棺柩般囚禁着若陀龙王的地心岩床。,若陀龙王最终未能得到解放，隐隐骚动的大地重归平静。然而在地心岩窟中，直面被封印的岩龙的记忆再度浮现。在回忆中再现这场战斗，或许能有新的收获…,原粹树脂* 60,是,是,暂无,"['雷属性突破材料', '血玉之枝', '北陆双手剑原胚', '龙王之冕', '异梦溶媒', '火属性突破材料', '鎏金之鳞', '教官', '水属性突破材料', '北陆长柄武器原胚', '流放者', '北陆法器原胚', '战狂', '岩属性突破材料', '角斗士的终幕礼', '流浪大地的乐团', '冰属性突破材料', '北陆弓原胚', '北陆单手剑原胚']","['摩拉', '冒险阅历']",['若陀龙王'],https://uploadstatic.mihoyo.com/ys-obc/2021/04/17/79683714/7382e20f4ee8ac4db9600cc31e3c9669_2874565963655877049.png,暂无,,instance
3580,梦想乐土之殁,曾有无数承载梦想的花瓣随风飘散，未能如愿。这里是永恒的起点，亦是「她」的落幕。,超越时间的意志总算是赢得了她的让步，永恒之章迈入新篇。不过再度踏上影向山，那场荡气回肠的战斗又以记忆的形式复苏。在脑海中亲自面对她的考验，或许能有新的收获…,原粹树脂* 60,是,是,暂无,"['北陆双手剑原胚', '角斗士的终幕礼', '北陆长柄武器原胚', '流放者', '流浪大地的乐团', '异梦溶媒', '凶将之手眼', '祸神之禊泪', '雷属性突破材料', '北陆法器原胚', '万劫之真意', '教官', '北陆弓原胚', '战狂', '北陆单手剑原胚']","['摩拉', '冒险阅历']",['祸津御建鸣神命'],https://uploadstatic.mihoyo.com/ys-obc/2022/02/16/79683714/9907251bbd3e3c657c5076bfe9d8e88e_5036428332589200809.png,暂无,,instance
2665,鸣神岛·天守,主宰稻妻的雷电将军的居所。也是进行「御前决斗」最为合适的场地。,雷电将军降下了裁决。愚人众的「女士」已经无法二度扰乱地上七国的秩序了吧。然而再度踏上通往天守的阶梯时，与她在「御前决斗」中交锋的记忆再次鲜明地浮现。在回忆中重新演练这场战斗，或许能有新的收获…,原粹树脂* 60,是,是,暂无,"['熔毁之刻', '北陆双手剑原胚', '角斗士的终幕礼', '灰烬之心', '北陆长柄武器原胚', '流放者', '流浪大地的乐团', '异梦溶媒', '火属性突破材料', '北陆法器原胚', '冰属性突破材料', '狱火之蝶', '教官', '北陆弓原胚', '战狂', '北陆单手剑原胚']","['摩拉', '冒险阅历']",['「女士」'],https://uploadstatic.mihoyo.com/ys-obc/2021/09/01/79683714/5d72e16028aa5a7cb8099cb26ce65142_5683649776112494993.png,暂无,,instance
